ut	altitude	airspeed	aoa	drag	density	density_calc	density_calc_precise	temperature	temperature_calc	force_actual	force_predicted	force_predicted_cache
1443.45198895274	67076.43560538	2095	-179.994814358512	0	4.445666232289E-06	4.37278898244625E-06	4.44609734865682E-06	212.9377561482	212.938452671422	0.0389387720471429	0.0497350926905839	0.0497350926905462
1444.49198895274	67068.0826109867	2095	-179.993951592524	0	4.46885354457906E-06	4.39589272454058E-06	4.46927621802027E-06	212.96826322354	212.969446251642	0.0390752397220045	0.0499677248717795	0.0499677248717732
1445.53198895274	67059.6467085498	2095	-179.993392760538	0	4.49229467421559E-06	4.41928546200044E-06	4.4927445816773E-06	212.999691370233	213.000657307507	0.0392258525640318	0.0502032758419935	0.0502032758420019
1446.57198895274	67051.1276033594	2095	179.996346520404	0	4.51604673350902E-06	4.44296754511237E-06	4.51650274053651E-06	213.031392256168	213.032062254212	0.0398270206822598	0.0504415495927078	0.0504415495927064
1447.61198895274	67042.5250872743	2095	-179.995656076541	0	4.54007036676013E-06	4.46692055210185E-06	4.54053191238892E-06	213.062075624569	213.063640218389	0.0394032131833584	0.050682826275467	0.0506828262754725
1448.65198895273	67033.8388354465	2095	-179.992876590755	0	4.56438134547311E-06	4.49116487120922E-06	4.56485272436176E-06	213.094392065835	213.095397183505	0.0398588282006348	0.0509272648590069	0.050927264859028
1449.69198895273	67025.0685872255	2095	-179.989400634192	0	4.58896825500535E-06	4.51568530579573E-06	4.58944967671076E-06	213.12663033939	213.127337116501	0.0397451128571338	0.051174573607477	0.0511745736074032
1450.73198895273	67016.2140500831	2095	-179.993459251348	0	4.61388624075752E-06	4.540520580569E-06	4.61436202818576E-06	213.158523543982	213.159483450915	0.0404462191436006	0.0514244637144874	0.0514244637144884
1451.77198895273	67007.2749703018	2095	-179.995342064495	0	4.63906912053376E-06	4.56563366239847E-06	4.63955208262224E-06	213.191101185136	213.191810268748	0.0409906209866435	0.0516773371283414	0.0516773371283296
1452.81198895273	66998.2510846138	2095	-179.989263798793	0	4.66454744677613E-06	4.59104513706183E-06	4.66504068515282E-06	213.223036965672	213.22431237086	0.0408424967803072	0.0519338077602407	0.0519338077602502
1453.85198895273	66989.142071852	2095	-179.995363768933	0	4.6903300972679E-06	4.6167583058845E-06	4.69083111429601E-06	213.256006808726	213.257004554507	0.0414929761732363	0.0521923791887964	0.0521923791887961
1454.89198895273	66979.947684253	2095	179.999814320425	0	4.71642081497861E-06	4.64277486125195E-06	4.71692501787024E-06	213.288872260519	213.289888891805	0.041355947737015	0.052454083872821	0.052454083872822
1455.93198895273	66970.6676634063	2095	-179.994516233934	0	4.74280969030694E-06	4.6690691904034E-06	4.7432962938355E-06	213.322245367733	213.322932818882	0.0419205061129414	0.0527193052933724	0.0527193052933453
1456.97198895273	66961.301692711	2095	-179.995339526887	0	4.76948676420312E-06	4.69569462313257E-06	4.76999903425687E-06	213.355451568415	213.356174037544	0.0417434291569422	0.0529873285322843	0.0529873285322921
1458.01198895273	66951.8495145473	2095	-179.992403807596	0	4.79650087255016E-06	4.72262504805707E-06	4.79700662864345E-06	213.388597893546	213.38960252048	0.0421984734321462	0.0532586515877327	0.053258651587738
1459.05198895273	66942.3108330211	2095	-179.99244085476	0	4.82381753081565E-06	4.74986407822152E-06	4.82432268792696E-06	213.422195252413	213.423217167066	0.0426989999297736	0.053532758759024	0.0535327587590214
1460.09198895272	66932.685374378	2094	-179.991713620929	0	4.85141943478885E-06	4.77741390278074E-06	4.85194934631507E-06	213.455987984395	213.456998113491	0.0428702930021886	0.0538099228569646	0.0538099228569958
1461.13198895272	66922.9728382089	2094	-179.99816348744	0	4.87936471616082E-06	4.8052777999735E-06	4.87988983873933E-06	213.489667465859	213.490960770649	0.0431041780953276	0.05408941101131	0.0540894110113066
1462.17198895272	66913.1729729025	2094	-179.997086086305	0	4.90763749009462E-06	4.83347774182769E-06	4.90816641038165E-06	213.523837049415	213.525119286374	0.0433152084733166	0.0543725301148195	0.054372530114807
1463.21198895272	66903.2854848541	2094	-179.992468894311	0	4.93619114067111E-06	4.8619675115983E-06	4.93673205684519E-06	213.558690826678	213.559442978411	0.0440145937725607	0.05465850670483	0.0546585067048053
1464.25198895272	66893.3100669648	2094	-179.994003501298	0	4.96510923862637E-06	4.89079912004009E-06	4.96563948100891E-06	213.592657924929	213.593942792213	0.0437334965969116	0.0549470577723082	0.0549470577723303
1465.29198895272	66883.2464349992	2094	179.999435983792	0	4.99433436626942E-06	4.91994777114908E-06	4.99486342170019E-06	213.627309059242	213.628633495761	0.0443335644300216	0.0552380896991368	0.0552380896991376
1466.33198895272	66873.0943251362	2094	179.998797749673	0	5.02387018715246E-06	4.94943984730304E-06	5.02443060445089E-06	213.662470129943	213.663498708415	0.0443461600173179	0.0555326838918515	0.0555326838918497
1467.37198895272	66862.8534560511	2094	-179.992504004832	0	5.05373628020707E-06	4.97925469806431E-06	5.05431995574776E-06	213.697458306313	213.69853664798	0.0451240245826492	0.05583058124017	0.055830581240163
1468.41198895272	66852.523490381	2094	-179.995897976745	0	5.08394533406697E-06	5.00939247794713E-06	5.08453157377045E-06	213.732693617559	213.733733480979	0.0448300544941803	0.0561305137090029	0.0561305137089915
1469.45198895272	66842.1041509346	2094	179.994821378957	0	5.11451123857449E-06	5.0398801465975E-06	5.11509269733377E-06	213.767821930446	213.769130642369	0.0457541679654062	0.0564339088058732	0.0564339088059028
1470.49198895272	66831.5951956654	2094	-179.997666835472	0	5.14539764255566E-06	5.0706943159216E-06	5.14597953751543E-06	213.803323692057	213.804681222691	0.045457952201903	0.0567397973899579	0.0567397973899664
1471.53198895271	66820.996279784	2094	-179.99676584108	0	5.17661185126154E-06	5.10183636059332E-06	5.17719338176887E-06	213.839040537145	213.840400922021	0.0462922979214614	0.0570488590373493	0.0570488590373363
1472.57198895271	66810.3071255048	2094	-179.994933740417	0	5.20817136699259E-06	5.13335762081754E-06	5.20878621635185E-06	213.875255391969	213.876325407366	0.0463587685775107	0.057361339694323	0.0573613396943198
1473.61198895271	66799.5274291732	2094	-179.995950602627	0	5.2401010548564E-06	5.16518686193751E-06	5.24068573173651E-06	213.911014445784	213.912376704295	0.0469998345024842	0.0576761933454858	0.0576761933454776
1474.65198895271	66788.656908575	2094	-179.99321023819	0	5.27234261931798E-06	5.19739886339516E-06	5.27296763175962E-06	213.947837906865	213.948627894004	0.0468232023981684	0.0579947155126458	0.057994715512612
1475.69198895271	66777.6952469908	2094	-179.995376204701	0	5.30497214972387E-06	5.2299456704538E-06	5.30558321792682E-06	213.983700920519	213.985044222715	0.0475973977670596	0.0583156749985945	0.0583156749986012
1476.73198895271	66766.6421571547	2094	-179.997161951991	0	5.33792285068774E-06	5.26285497084122E-06	5.33856047602111E-06	214.020227730412	214.021633373005	0.0474296221256661	0.0586397969131775	0.0586397969131697
1477.77198895271	66755.4973439105	2094	-179.996283550776	0	5.37124497656679E-06	5.29610300315514E-06	5.37187522611494E-06	214.057586398909	214.058366867157	0.0481923563965675	0.0589670007620149	0.0589670007620149
1478.81198895271	66744.2604953283	2094	-179.997508367551	0	5.40492891074669E-06	5.32973880472693E-06	5.40557706311993E-06	214.094183916164	214.095296519972	0.0484244363003189	0.0592973384878595	0.0592973384878493
1479.85198895271	66732.9313064469	2094	179.998124469548	0	5.43898128042983E-06	5.363718691911E-06	5.43962164087889E-06	214.130959216227	214.132367204196	0.0490287156133651	0.0596306319099024	0.0596306319099068
1480.89198895271	66721.5095063569	2094	-179.994438060142	0	5.47336012445473E-06	5.39806983391775E-06	5.4740363928728E-06	214.168506135543	214.16960728132	0.0490100369395727	0.059967498633854	0.059967498633828
1481.9319889527	66709.9947482261	2094	-179.994057638451	0	5.50814210394433E-06	5.43279038829577E-06	5.50881934715196E-06	214.205883811602	214.207009129871	0.0497311069743802	0.0603071229743226	0.0603071229743383
1482.9719889527	66698.3867299039	2094	-179.998736886686	0	5.54330366558012E-06	5.46785984467069E-06	5.54394962745688E-06	214.243192831519	214.244564348685	0.0497726523249514	0.0606492297963014	0.0606492297963011
1484.0119889527	66686.6851749107	2094	-179.994293019877	0	5.57879903620618E-06	5.50332754922421E-06	5.57947714102876E-06	214.281167296744	214.282308820904	0.0499928831185592	0.060995481972613	0.0609954819726355
1485.0519889527	66674.8897356784	2094	-179.998180842952	0	5.6147109919539E-06	5.53917581399752E-06	5.61538387536511E-06	214.318795031562	214.320196215375	0.0504009345940971	0.0613441785611125	0.0613441785611041
1486.0919889527	66663.0001325808	2094	-179.996370003548	0	5.65097513486493E-06	5.57540035193078E-06	5.65166536954531E-06	214.357440620568	214.358241862868	0.0504255572371637	0.0616964922785198	0.0616964922784936
1487.1319889527	66651.0160453045	2094	-179.992634295336	0	5.68761953334023E-06	5.61200665753362E-06	5.68832709331325E-06	214.395306332742	214.396442941008	0.0510389208368178	0.0620521384546807	0.0620521384546747
1488.1719889527	66638.9371471083	2094	-179.993064217979	0	5.72466157537785E-06	5.64899449239922E-06	5.72536871820612E-06	214.43366101692	214.434801155057	0.051208359982096	0.0624105383676084	0.0624105383675974
1489.2119889527	66626.763130133	2094	-179.994438293231	0	5.76208642096968E-06	5.6863713467279E-06	5.76279772885118E-06	214.472195085546	214.473308826877	0.0517815554144684	0.0627720335490386	0.0627720335489894
1489.7319889527	66620.6403573726	2094	-179.993712126168	0	5.78095557564461E-06	5.70521410528543E-06	5.78166602454186E-06	214.491492859884	214.492632459463	0.0520752089027351	0.0629541879054379	0.0629541879054425
1490.7719889527	66608.3230706555	2094	-179.995816263898	0	5.8189498401133E-06	5.74319417726521E-06	5.81969583769089E-06	214.53052154348	214.531383782567	0.0523526831232287	0.0633205511014903	0.063320551101466
1491.8119889527	66595.9098890033	2094	-179.991241263818	0	5.85736586019631E-06	5.78154063879671E-06	5.85808987887434E-06	214.569449223887	214.570275154838	0.0530163493130677	0.0636904925483695	0.0636904925483292
1492.85198895269	66583.4004408963	2094	179.996537284069	0	5.89618883134864E-06	5.82032732227174E-06	5.89692276554772E-06	214.60791422112	214.609331947498	0.0529909903019386	0.0640630894550393	0.0640630894550398
1493.89198895269	66570.794474101	2094	179.998906588254	0	5.93537170189831E-06	5.8594861837089E-06	5.93612553515866E-06	214.64768759921	214.648508140552	0.0533307127865222	0.0644389245174431	0.0644389245174516
